i,s,r,a,t,level,marginal,lower,upper,scale
France,medical,M,2,19,0.0,-0.0,0.0,inf,1.0
France,medical,M,2,20,0.0,-0.0,0.0,inf,1.0
France,medical,M,2,21,0.0,-0.0,0.0,inf,1.0
France,medical,M,2,22,0.0,-0.0,0.0,inf,1.0
France,medical,M,2,23,0.0,-0.0,0.0,inf,1.0
France,medical,M,2,24,0.0,-0.0,0.0,inf,1.0
France,medical,M,2,25,0.0,-0.0,0.0,inf,1.0
France,medical,M,2,26,0.0,-0.0,0.0,inf,1.0
France,medical,M,2,27,0.0,-0.0,0.0,inf,1.0
France,medical,M,2,28,0.0,-0.0,0.0,inf,1.0
France,medical,M,2,29,0.0,-0.0,0.0,inf,1.0
France,medical,M,2,30,0.0,-0.0,0.0,inf,1.0
France,medical,M,2,31,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,0,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,1,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,2,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,3,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,4,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,5,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,6,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,7,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,8,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,9,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,10,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,11,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,12,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,13,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,14,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,15,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,16,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,17,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,18,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,19,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,20,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,21,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,22,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,23,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,24,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,25,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,26,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,27,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,28,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,29,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,30,0.0,-0.0,0.0,inf,1.0
France,medical,M,3,31,0.0,-0.0,0.0,inf,1.0
France,medical,H,1,0,0.0,-0.0,0.0,inf,1.0
France,medical,H,1,1,196.0,-0.0,0.0,inf,1.0
France,medical,H,1,2,478.0,-0.0,0.0,inf,1.0
France,medical,H,1,3,592.0,-0.0,0.0,inf,1.0
France,medical,H,1,4,550.0,-0.0,0.0,inf,1.0
France,medical,H,1,5,401.0,-0.0,0.0,inf,1.0
France,medical,H,1,6,364.0,-0.0,0.0,inf,1.0
France,medical,H,1,7,521.0,-0.0,0.0,inf,1.0
France,medical,H,1,8,853.0,-0.0,0.0,inf,1.0
France,medical,H,1,9,952.0,-0.0,0.0,inf,1.0
France,medical,H,1,10,710.0,-0.0,0.0,inf,1.0
France,medical,H,1,11,770.0,-0.0,0.0,inf,1.0
France,medical,H,1,12,633.0,-0.0,0.0,inf,1.0
France,medical,H,1,13,660.0,-0.0,0.0,inf,1.0
France,medical,H,1,14,526.0,-0.0,0.0,inf,1.0
France,medical,H,1,15,517.0,-0.0,0.0,inf,1.0
France,medical,H,1,16,396.0,-0.0,0.0,inf,1.0
France,medical,H,1,17,444.0,-0.0,0.0,inf,1.0
France,medical,H,1,18,384.0,-0.0,0.0,inf,1.0
France,medical,H,1,19,386.0,-0.0,0.0,inf,1.0
France,medical,H,1,20,299.0,-0.0,0.0,inf,1.0
France,medical,H,1,21,244.0,-0.0,0.0,inf,1.0
France,medical,H,1,22,269.0,-0.0,0.0,inf,1.0
France,medical,H,1,23,309.0,-0.0,0.0,inf,1.0
France,medical,H,1,24,284.0,-0.0,0.0,inf,1.0
France,medical,H,1,25,268.0,-0.0,0.0,inf,1.0
France,medical,H,1,26,274.0,-0.0,0.0,inf,1.0
France,medical,H,1,27,258.0,-0.0,0.0,inf,1.0
France,medical,H,1,28,192.0,-0.0,0.0,inf,1.0
France,medical,H,1,29,146.0,-0.0,0.0,inf,1.0
France,medical,H,1,30,127.0,-0.0,0.0,inf,1.0
France,medical,H,1,31,8.0,-0.0,0.0,inf,1.0
France,medical,H,2,0,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,1,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,2,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,3,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,4,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,5,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,6,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,7,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,8,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,9,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,10,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,11,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,12,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,13,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,14,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,15,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,16,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,17,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,18,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,19,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,20,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,21,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,22,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,23,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,24,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,25,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,26,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,27,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,28,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,29,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,30,0.0,-0.0,0.0,inf,1.0
France,medical,H,2,31,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,0,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,1,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,2,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,3,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,4,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,5,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,6,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,7,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,8,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,9,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,10,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,11,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,12,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,13,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,14,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,15,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,16,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,17,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,18,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,19,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,20,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,21,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,22,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,23,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,24,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,25,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,26,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,27,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,28,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,29,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,30,0.0,-0.0,0.0,inf,1.0
France,medical,H,3,31,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,0,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,1,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,2,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,3,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,4,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,5,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,6,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,7,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,8,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,9,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,10,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,11,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,12,110.99999999955591,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,13,691.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,14,552.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,15,620.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,16,619.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,17,604.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,18,539.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,19,491.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,20,479.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,21,409.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,22,365.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,23,456.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,24,460.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,25,494.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,26,465.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,27,463.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,28,420.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,29,120.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,30,30.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,1,31,3.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,0,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,1,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,2,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,3,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,4,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,5,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,6,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,7,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,8,65.0000000000029,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,9,1050.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,10,877.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,11,549.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,12,912.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,13,567.0000000004441,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,14,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,15,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,16,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,17,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,18,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,19,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,20,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,21,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,22,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,23,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,24,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,25,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,26,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,27,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,28,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,29,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,30,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,2,31,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,0,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,1,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,2,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,3,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,4,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,5,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,6,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,7,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,8,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,9,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,10,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,11,34.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,12,338.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,13,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,14,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,15,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,16,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,17,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,18,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,19,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,20,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,21,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,22,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,23,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,24,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,25,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,26,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,27,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,28,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,29,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,30,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,L,3,31,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,0,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,1,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,2,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,3,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,4,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,5,111.0000000000029,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,6,48.00000000000289,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,7,671.0000000000028,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,8,696.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,9,318.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,10,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,11,619.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,12,554.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,13,510.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,14,424.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,15,471.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,16,544.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,17,576.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,18,530.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,19,436.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,20,463.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,21,380.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,22,362.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,23,461.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,24,408.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,25,404.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,26,406.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,27,355.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,28,353.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,29,129.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,30,100.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,1,31,11.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,0,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,1,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,2,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,3,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,4,903.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,5,1230.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,6,1041.999999999997,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,7,1132.999999999997,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,8,162.9999999999971,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,9,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,10,346.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,11,621.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,12,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,13,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,14,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,15,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,16,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,17,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,18,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,19,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,20,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,21,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,22,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,23,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,24,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,25,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,26,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,27,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,28,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,29,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,30,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,2,31,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,0,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,1,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,2,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,3,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,4,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,5,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,6,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,7,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,8,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,9,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,10,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,11,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,12,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,13,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,14,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,15,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,16,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,17,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,18,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,19,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,20,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,21,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,22,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,23,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,24,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,25,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,26,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,27,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,28,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,29,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,30,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,M,3,31,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,0,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,1,10200.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,2,8343.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,3,8135.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,4,6828.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,5,6659.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,6,6510.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,7,4796.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,8,4676.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,9,4432.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,10,4377.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,11,3777.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,12,3285.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,13,3093.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,14,2746.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,15,2910.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,16,3556.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,17,3807.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,18,3460.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,19,2964.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,20,2959.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,21,2967.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,22,2989.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,23,3527.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,24,2733.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,25,2983.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,26,2800.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,27,2658.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,28,2500.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,29,862.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,30,504.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,1,31,61.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,0,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,1,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,2,257.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,3,65.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,4,269.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,5,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,6,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,7,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,8,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,9,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,10,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,11,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,12,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,13,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,14,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,15,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,16,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,17,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,18,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,19,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,20,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,21,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,22,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,23,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,24,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,25,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,26,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,27,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,28,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,29,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,30,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,2,31,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,3,0,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,3,1,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,3,2,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,3,3,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,3,4,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,3,5,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,3,6,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,3,7,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,3,8,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,3,9,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,3,10,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,3,11,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,3,12,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,3,13,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,3,14,0.0,-0.0,0.0,inf,1.0
Germany,info_legal,H,3,15,0.0,-0.0,0.0,inf,1.0
